year,area_code,area_name,umap1,umap2,umap_cluster,pct_very_good,pct_good,pct_fair,pct_bad,pct_very_bad,pct_bad_or_very_bad,pct_unemployed_of_total,pct_retired,pct_student_inactive,pct_looking_after_home_family,pct_long_term_sick_disabled,pct_other_inactive
2011,E06000001,Hartlepool UA,6.502212,8.529685,0,43.3,32.7,15.9,6.3,1.8,8.1,7.774983533920124,15.9,4.6,4.9,7.1,2.4
2011,E06000002,Middlesbrough UA,6.2727923,8.607414,0,45.4,32.7,14.2,5.8,1.8,7.6,7.589183598372965,13.8,7.4,5.5,6.8,3.2
2011,E06000003,Redcar and Cleveland UA,6.6448555,8.601396,0,42.4,33.9,15.9,6.1,1.8,7.899999999999999,6.587212761023221,19.4,4.2,4.4,5.9,2.1
2011,E06000004,Stockton-on-Tees UA,4.760906,9.537626,0,46.3,33.5,13.8,4.9,1.5,6.4,5.74103829254767,14.8,5.2,4.2,4.9,2.5
2011,E06000005,Darlington UA,4.8276243,10.493268,0,44.6,35.2,14.3,4.5,1.4,5.9,5.222156977882169,15.9,3.6,4.0,4.9,1.9
2011,E06000006,Halton UA,6.1201663,9.159778,0,46.7,31.6,13.9,6.1,1.7,7.8,5.556154808646503,14.4,4.2,4.2,7.0,1.9
2011,E06000007,Warrington UA,3.8824377,10.621155,0,49.8,32.7,12.1,4.2,1.2,5.4,3.988331404179017,14.8,3.6,3.3,4.1,2.1
2011,E06000008,Blackburn with Darwen UA,5.5988145,5.4081745,1,45.4,33.2,14.1,5.7,1.6,7.300000000000001,5.339168909277225,12.7,5.8,6.8,7.1,3.5
2011,E06000009,Blackpool UA,6.9360104,8.316317,0,39.8,33.8,16.9,7.3,2.2,9.5,6.1042451330758185,16.2,3.7,3.8,7.9,2.4
2011,E06000010,"Kingston upon Hull, City of UA",6.243405,8.601973,0,43.1,34.9,14.9,5.5,1.6,7.1,8.0247626042705,12.1,6.9,5.0,6.0,2.7
2011,E06000011,East Riding of Yorkshire UA,3.7998188,11.690285,0,45.2,35.0,14.5,4.2,1.2,5.4,3.5811135451191807,19.5,3.7,3.2,3.1,1.7
2011,E06000012,North East Lincolnshire UA,4.5763435,9.882763,0,44.0,35.0,14.9,4.7,1.3,6.0,6.46331039603533,15.6,4.2,4.9,4.8,2.2
2011,E06000013,North Lincolnshire UA,4.92488,10.771707,0,43.7,35.8,14.7,4.5,1.2,5.7,4.79771763032478,16.6,3.7,4.4,4.2,1.8
2011,E06000014,York UA,1.9254915,8.192047,3,49.7,34.2,12.0,3.2,0.9,4.1000000000000005,3.0589696172616145,13.8,9.6,2.7,2.5,1.3
2011,E06000015,Derby UA,4.257968,9.473878,0,45.0,35.0,14.1,4.6,1.3,5.9,5.185424812176852,12.8,6.3,4.8,4.8,2.4
2011,E06000016,Leicester UA,2.5323396,5.999308,3,44.9,35.6,13.4,4.5,1.5,6.0,6.184979688893293,9.3,11.4,6.2,5.1,3.4
2011,E06000017,Rutland UA,3.346443,1.7763786,4,50.4,34.0,12.1,2.7,0.8,3.5,2.3769037409433684,16.9,5.8,3.2,1.7,3.0
2011,E06000018,Nottingham UA,3.2085946,6.861367,3,46.1,33.8,13.6,4.9,1.5,6.4,6.3665586542107615,9.1,16.3,4.7,5.7,3.0
2011,E06000019,"Herefordshire, County of UA",3.7803087,11.690643,0,45.7,35.2,13.9,4.1,1.2,5.3,3.262091395512657,16.6,3.6,3.5,3.4,1.6
2011,E06000020,Telford and Wrekin UA,4.349208,9.546935,0,45.9,34.3,13.6,4.8,1.4,6.199999999999999,4.7481579011931725,13.7,5.1,4.8,4.9,2.0
2011,E06000021,Stoke-on-Trent UA,6.684677,8.718429,0,42.0,34.7,15.3,6.2,1.9,8.1,5.314318848190451,14.3,5.6,4.7,7.2,2.7
2011,E06000022,Bath and North East Somerset UA,1.8756613,8.200595,3,50.5,33.4,11.8,3.3,0.9,4.2,2.717732669475297,13.7,10.1,3.3,2.8,1.4
2011,E06000023,"Bristol, City of UA",3.032212,7.5971494,3,48.8,33.5,12.2,4.2,1.3,5.5,4.297586981269401,9.8,9.0,3.9,4.3,2.3
2011,E06000024,North Somerset UA,3.6738439,11.643954,0,46.3,34.8,13.7,4.1,1.2,5.3,2.992734878089053,17.5,3.2,3.5,3.9,1.4
2011,E06000025,South Gloucestershire UA,1.5976812,11.023279,2,49.1,34.9,11.8,3.3,0.9,4.2,2.7817611239270943,14.2,4.1,3.2,2.5,1.5
2011,E06000026,Plymouth UA,3.422332,7.9521217,3,46.0,33.5,13.9,5.1,1.4,6.5,4.242228316978299,14.1,8.4,3.9,5.2,1.8
2011,E06000027,Torbay UA,6.884305,8.923267,0,41.7,34.4,16.3,5.8,1.7,7.5,4.547872340425532,19.6,3.2,3.9,5.8,1.8
2011,E06000030,Swindon UA,2.3508518,10.034868,2,48.3,35.2,12.0,3.6,1.0,4.6,4.230269989615784,11.6,3.2,4.1,3.4,1.8
2011,E06000031,Peterborough UA,3.4893434,9.677031,0,44.3,37.3,13.3,4.0,1.1,5.1,5.056757206124638,11.6,3.9,5.5,4.1,2.6
2011,E06000032,Luton UA,2.3039556,6.1043777,3,46.6,36.1,12.4,3.7,1.2,4.9,5.741419205553413,9.9,7.4,6.7,3.8,3.3
2011,E06000033,Southend-on-Sea UA,3.9505012,9.685038,0,45.1,35.1,14.1,4.5,1.3,5.8,4.966921852376267,14.1,3.8,5.0,4.2,2.1
2011,E06000034,Thurrock UA,2.8891199,9.756715,2,48.2,34.7,12.3,3.7,1.0,4.7,5.42392485366794,11.7,3.5,5.2,3.5,2.1
2011,E06000035,Medway UA,3.4370813,9.665025,0,45.7,36.3,13.0,3.9,1.1,5.0,4.876955881292556,12.7,5.1,5.2,3.8,2.1
2011,E06000036,Bracknell Forest UA,0.5752773,9.416287,2,52.4,34.3,10.1,2.5,0.7,3.2,3.378410895615766,10.2,3.6,4.2,2.1,1.5
2011,E06000037,West Berkshire UA,0.6200082,9.615964,2,51.6,34.5,10.7,2.5,0.7,3.2,2.926267692362611,12.6,3.4,4.3,2.2,1.4
2011,E06000038,Reading UA,1.8204731,9.509916,2,50.2,35.3,10.8,2.9,0.8,3.7,4.562187521402644,8.6,8.0,4.6,2.8,2.2
2011,E06000039,Slough UA,2.2123299,6.1301703,3,47.9,36.0,11.6,3.5,1.0,4.5,5.415198391367537,7.5,5.8,6.5,3.4,3.4
2011,E06000040,Windsor and Maidenhead UA,0.4006026,9.129846,2,54.5,32.2,9.8,2.7,0.7,3.4000000000000004,3.157884639366121,12.8,4.4,4.8,1.8,1.7
2011,E06000041,Wokingham UA,0.35873732,9.231296,2,54.3,33.6,9.4,2.1,0.6,2.7,2.6346494704871164,13.3,4.0,4.3,1.6,1.2
2011,E06000042,Milton Keynes UA,1.921935,9.83261,2,50.2,34.9,10.8,3.2,0.9,4.1000000000000005,4.763348678225873,10.3,3.9,4.6,3.2,2.1
2011,E06000043,Brighton and Hove UA,2.8912046,7.806453,3,49.3,33.6,11.8,4.1,1.2,5.3,3.708869406808608,9.3,9.8,3.4,4.2,1.7
2011,E06000044,Portsmouth UA,3.0334918,7.7457366,3,47.7,34.8,12.4,3.9,1.2,5.1,4.252301486613969,10.7,10.7,4.1,3.8,1.9
2011,E06000045,Southampton UA,3.0741487,7.70291,3,47.6,35.0,12.4,3.9,1.2,5.1,4.2347156786033375,9.9,11.6,4.1,4.1,2.0
2011,E06000046,Isle of Wight UA,5.382594,11.066591,0,40.8,36.5,16.2,5.0,1.5,6.5,4.397124725555656,20.5,3.7,3.9,4.5,3.0
2011,E06000047,County Durham UA,6.9367785,8.594952,0,42.4,33.4,16.1,6.3,1.8,8.1,4.432823687584029,17.1,6.2,3.7,6.5,2.2
2011,E06000049,Cheshire East UA,3.2440202,11.065211,2,49.1,33.2,12.8,3.8,1.1,4.9,3.2263898166840743,17.1,4.2,3.5,3.1,1.5
2011,E06000050,Cheshire West and Chester UA,3.844715,10.621856,0,48.5,33.1,12.9,4.3,1.2,5.5,3.680368489235261,16.4,4.4,3.5,3.9,1.5
2011,E06000051,Shropshire UA,3.1656227,11.532937,2,46.5,34.9,13.5,3.9,1.1,5.0,3.282832794383006,16.9,3.9,3.4,3.2,1.6
2011,E06000052,Cornwall UA,4.53087,11.204316,0,45.2,33.6,14.9,4.9,1.4,6.300000000000001,3.264430717639858,18.9,4.3,4.0,4.4,1.7
2011,E06000053,Isles of Scilly UA,0.18741792,9.706299,2,51.5,34.2,11.3,2.4,0.6,3.0,1.1097410604192357,12.9,0.8,1.6,0.9,1.8
2011,E06000054,Wiltshire UA,0.83641785,10.260853,2,49.8,34.0,12.1,3.2,0.9,4.1000000000000005,2.944389640601304,14.7,3.3,4.0,2.7,1.5
2011,E06000055,Bedford UA,2.7241976,9.88552,2,46.9,36.0,12.6,3.6,1.0,4.6,4.447804226293028,12.8,5.5,4.3,3.3,2.3
2011,E06000056,Central Bedfordshire UA,1.246375,10.494945,2,49.1,35.5,11.5,3.0,0.8,3.8,3.4517674034865906,13.5,4.2,3.9,2.4,1.3
2011,E07000008,Cambridge,1.655059,8.016852,3,54.7,32.0,9.7,2.9,0.8,3.7,2.6871381622457595,7.1,21.8,3.0,2.5,1.6
2011,E07000009,East Cambridgeshire,1.1548064,10.632685,2,48.8,35.2,12.1,3.1,0.8,3.9,2.8774253055308496,13.5,2.9,4.2,2.4,1.3
2011,E07000010,Fenland,5.29958,11.717301,0,39.4,37.8,16.5,4.8,1.4,6.199999999999999,4.232002079182188,17.1,3.1,4.3,4.5,2.0
2011,E07000011,Huntingdonshire,1.4353964,10.59546,2,48.8,35.7,11.6,3.1,0.9,4.0,3.156861806519553,14.1,3.2,3.8,2.5,1.9
2011,E07000012,South Cambridgeshire,0.24609165,9.500549,2,52.5,33.7,10.6,2.5,0.7,3.2,2.318633500032474,13.0,4.0,3.6,2.0,1.3
2011,E07000026,Allerdale,4.6722555,11.267373,0,44.5,34.5,14.7,4.9,1.3,6.2,3.596889176928062,18.9,3.0,3.2,4.5,1.5
2011,E07000027,Barrow-in-Furness,6.954206,8.454378,0,42.8,33.1,15.8,6.6,1.8,8.4,4.627908341976009,17.9,3.2,3.5,7.3,1.7
2011,E07000028,Carlisle,4.515985,11.391662,0,45.2,34.9,14.0,4.6,1.3,5.9,3.579736203492977,15.5,3.5,2.9,4.7,1.5
2011,E07000029,Copeland,5.5142155,10.073357,0,44.4,33.9,14.9,5.3,1.5,6.8,4.240825775112899,18.3,3.0,3.6,5.4,2.5
2011,E07000030,Eden,2.351529,11.52212,2,46.1,35.8,13.7,3.6,0.9,4.5,2.122111785207177,17.6,2.8,2.4,2.8,1.1
2011,E07000031,South Lakeland,2.4072206,11.470108,2,46.8,35.1,13.6,3.6,1.0,4.6,2.0097321675831785,20.4,3.0,2.3,2.6,1.2
2011,E07000032,Amber Valley,4.8467345,11.09256,0,44.0,35.0,15.0,4.8,1.3,6.1,3.868239139556969,17.4,3.4,3.8,4.1,1.5
2011,E07000033,Bolsover,6.9602017,8.590748,0,40.8,33.5,17.1,6.8,1.8,8.6,4.668871212798284,16.9,3.5,4.4,6.5,1.8
2011,E07000034,Chesterfield,6.9492407,8.89429,0,41.7,34.3,16.4,6.0,1.6,7.6,4.655210773599968,16.9,3.6,3.8,6.0,1.8
2011,E07000035,Derbyshire Dales,2.7029295,11.564079,2,47.1,34.7,13.7,3.5,1.1,4.6,2.6819038824117896,19.1,3.3,3.0,2.5,1.8
2011,E07000036,Erewash,4.81537,10.965878,0,44.0,35.4,15.0,4.3,1.3,5.6,4.5297727850476335,15.6,3.6,3.8,4.0,1.6
2011,E07000037,High Peak,3.60103,10.844769,0,47.5,34.1,13.2,4.1,1.1,5.199999999999999,3.822582320556768,15.7,4.3,3.0,3.7,1.3
2011,E07000038,North East Derbyshire,5.007901,11.091174,0,43.0,34.3,15.9,5.4,1.5,6.9,3.671385788184046,19.3,3.4,3.5,4.5,1.4
2011,E07000039,South Derbyshire,2.7994926,11.387284,2,47.6,34.4,13.1,3.9,1.0,4.9,3.059755219582433,14.8,3.6,4.0,3.5,1.6
2011,E07000040,East Devon,2.642602,11.965021,2,43.8,36.0,15.1,4.0,1.1,5.1,2.446595244767304,22.4,2.9,3.3,2.8,1.3
2011,E07000041,Exeter,2.1699998,8.024334,3,49.9,33.4,12.0,3.7,1.1,4.800000000000001,3.0588314124899494,11.1,12.8,2.9,3.5,1.6
2011,E07000042,Mid Devon,2.3887243,11.657044,2,46.6,35.4,13.4,3.6,1.0,4.6,2.7091876018407435,16.5,3.2,3.7,3.1,1.5
2011,E07000043,North Devon,4.10339,11.393245,0,46.4,33.8,14.2,4.3,1.3,5.6,3.039684773430904,18.2,3.0,3.8,3.7,1.6
2011,E07000044,South Hams,2.7004716,11.528515,2,47.4,34.4,13.3,3.8,1.1,4.9,2.345876569279245,20.2,3.3,3.2,3.1,1.5
2011,E07000045,Teignbridge,4.049725,11.475463,0,44.9,34.9,14.7,4.2,1.3,5.5,2.768494819550469,19.0,3.0,3.3,3.6,2.0
2011,E07000046,Torridge,4.78556,11.198842,0,43.5,34.8,15.4,4.9,1.3,6.2,3.4100193506772736,20.5,3.1,3.9,4.0,1.6
2011,E07000047,West Devon,3.7309017,11.56992,0,45.9,34.7,14.3,4.0,1.2,5.2,3.0738809994607226,19.6,3.3,3.4,3.4,2.1
2011,E07000061,Eastbourne,5.034081,10.955741,0,43.1,35.4,15.3,4.7,1.4,6.1,4.078157592269379,16.8,5.2,3.8,4.5,1.8
2011,E07000062,Hastings,6.7402487,8.903889,0,40.5,36.2,15.8,5.7,1.7,7.4,5.483372705796838,14.3,4.1,4.7,6.6,2.5
2011,E07000063,Lewes,4.221695,11.759144,0,44.8,35.5,14.3,4.2,1.2,5.4,3.3478179272113064,17.6,3.7,3.9,3.5,1.8
2011,E07000064,Rother,5.25392,11.777405,0,40.6,36.6,16.5,4.9,1.4,6.300000000000001,3.2118483638504003,22.5,3.8,4.3,4.1,1.9
2011,E07000065,Wealden,2.0764434,11.584049,2,47.6,34.9,13.0,3.5,1.0,4.5,2.521746521973196,18.0,3.4,4.3,2.7,1.5
2011,E07000066,Basildon,3.569009,9.707639,0,46.2,35.0,13.3,4.2,1.3,5.5,4.647243531141938,13.9,3.4,5.7,3.9,1.8
2011,E07000067,Braintree,2.2099648,10.198438,2,47.5,35.7,12.4,3.4,0.9,4.3,3.7613148672201504,14.1,3.0,4.6,3.1,1.5
2011,E07000068,Brentwood,1.0732366,9.812362,2,51.0,33.3,11.6,3.1,0.9,4.0,3.147718046035612,14.9,4.4,4.8,2.3,1.5
2011,E07000069,Castle Point,4.793611,11.786712,0,43.5,36.1,14.7,4.4,1.3,5.7,3.5419181134527897,19.4,2.9,4.8,3.2,1.6
2011,E07000070,Chelmsford,0.9795164,10.092396,2,50.2,34.7,11.4,2.8,0.8,3.6,3.414097806666505,14.1,3.9,4.2,2.3,1.6
2011,E07000071,Colchester,1.8387079,9.887742,2,48.8,34.8,12.1,3.3,1.0,4.3,3.466031953454365,13.1,7.0,4.1,3.2,1.5
2011,E07000072,Epping Forest,1.6112585,9.896925,2,49.3,33.8,12.4,3.6,1.0,4.6,3.5962569795413915,14.1,4.5,4.9,2.6,1.9
2011,E07000073,Harlow,3.532974,9.772897,0,45.1,35.9,13.7,4.1,1.2,5.3,5.186725527961956,11.3,3.6,4.7,3.7,1.9
2011,E07000074,Maldon,2.1469011,11.728124,2,46.2,35.6,13.4,3.7,1.1,4.800000000000001,3.041448266748888,17.9,3.0,4.7,2.8,1.4
2011,E07000075,Rochford,1.9359336,11.466276,2,47.8,34.9,13.0,3.4,0.9,4.3,3.0384774513860155,17.7,3.1,4.6,2.3,1.5
2011,E07000076,Tendring,6.8328233,8.895796,0,38.4,35.8,18.1,5.8,1.8,7.6,4.670788253477589,23.1,3.3,4.6,5.3,2.0
2011,E07000077,Uttlesford,0.42098552,9.261746,2,52.5,33.3,10.9,2.6,0.7,3.3,2.674911536979294,13.5,4.2,4.9,1.8,1.4
2011,E07000078,Cheltenham,1.4083871,9.95112,2,49.9,34.3,11.8,3.1,0.9,4.0,3.343013125798583,12.7,6.3,3.5,3.0,1.6
2011,E07000079,Cotswold,1.374368,10.92611,2,48.8,35.1,12.3,3.0,0.8,3.8,2.481897627965044,16.2,4.4,3.9,2.1,1.4
2011,E07000080,Forest of Dean,4.3792253,11.806304,0,44.3,35.8,14.5,4.3,1.1,5.4,3.453704777845909,17.7,4.4,3.9,3.7,1.6
2011,E07000081,Gloucester,3.0048184,10.0235815,2,46.6,35.5,13.1,3.8,1.1,4.9,4.262328258865328,12.1,4.2,4.0,4.0,1.9
2011,E07000082,Stroud,1.9286494,11.340965,2,47.7,35.2,12.8,3.4,0.9,4.3,2.813739247147825,15.6,3.6,3.5,2.8,1.3
2011,E07000083,Tewkesbury,1.837121,11.3083725,2,47.6,35.6,12.5,3.3,1.0,4.3,2.818128508000336,16.9,3.0,3.6,2.4,1.4
2011,E07000084,Basingstoke and Deane,0.77911615,10.067722,2,50.7,35.1,10.8,2.7,0.7,3.4000000000000004,3.244809035807308,12.5,2.7,4.0,2.4,1.4
2011,E07000085,East Hampshire,0.68250316,10.103019,2,50.5,34.7,11.1,2.9,0.8,3.7,2.553818155695505,15.3,3.9,4.3,2.3,1.3
2011,E07000086,Eastleigh,1.2963138,10.748763,2,49.2,35.3,11.6,3.0,0.9,3.9,3.022427988032583,14.1,3.1,3.6,2.6,1.2
2011,E07000087,Fareham,1.5913497,11.091774,2,48.5,35.2,12.2,3.1,0.9,4.0,2.607207074065864,17.3,3.4,3.2,2.2,1.2
2011,E07000088,Gosport,3.2385533,9.983527,2,45.3,36.2,13.6,3.9,1.0,4.9,4.235365300257147,14.5,3.6,4.3,3.6,1.7
2011,E07000089,Hart,0.37258583,9.17107,2,55.0,33.1,9.3,2.1,0.6,2.7,2.375656331805045,14.3,3.3,4.4,1.3,1.2
2011,E07000090,Havant,4.6830025,11.6013155,0,44.3,35.9,14.2,4.3,1.3,5.6,3.99318237156075,17.3,3.4,4.4,4.2,1.6
2011,E07000091,New Forest,2.5506527,11.958924,2,45.1,35.9,14.1,3.8,1.1,4.9,2.634657606692415,19.7,2.7,3.8,2.8,1.4
2011,E07000092,Rushmoor,1.546935,10.041345,2,50.1,35.5,10.8,2.8,0.8,3.6,3.7227933153391146,9.8,3.8,4.0,2.7,2.0
2011,E07000093,Test Valley,0.7423461,10.304066,2,50.0,34.6,11.6,3.0,0.8,3.8,2.5197278268676464,15.5,3.4,4.0,2.4,1.3
2011,E07000094,Winchester,0.57619697,8.99777,2,53.2,32.8,10.6,2.7,0.7,3.4000000000000004,2.299544351736789,14.5,6.7,3.9,2.2,1.6
2011,E07000095,Broxbourne,2.3628268,10.002201,2,47.7,35.3,12.3,3.6,1.0,4.6,4.1790559031938335,13.2,4.3,4.8,2.8,1.8
2011,E07000096,Dacorum,1.4243847,9.866107,2,50.3,34.1,11.6,3.2,0.9,4.1000000000000005,3.6672732496887273,12.4,3.8,4.5,2.7,2.1
2011,E07000098,Hertsmere,1.3166493,9.568906,2,51.5,32.9,11.4,3.2,0.9,4.1000000000000005,3.705723594971403,11.2,6.1,4.7,2.8,1.8
2011,E07000099,North Hertfordshire,0.9743834,10.116213,2,50.2,34.1,11.8,3.1,0.8,3.9,3.436782865260627,13.3,3.7,4.3,2.4,1.3
2011,E07000102,Three Rivers,0.9976292,9.799803,2,50.7,34.2,11.2,3.1,0.8,3.9,3.177450352338244,12.8,4.5,4.7,2.3,1.7
2011,E07000103,Watford,1.7491622,9.751713,2,50.1,34.8,11.0,3.2,0.9,4.1000000000000005,4.061250660028664,9.4,4.6,4.6,2.7,2.1
2011,E07000105,Ashford,2.2270854,10.135576,2,47.6,35.1,12.7,3.5,1.1,4.6,3.629587428191616,14.4,3.3,4.9,3.1,1.7
2011,E07000106,Canterbury,2.6314273,7.8776546,3,46.8,34.6,13.4,4.1,1.1,5.199999999999999,3.0482626690623684,15.0,12.5,3.6,3.3,1.8
2011,E07000107,Dartford,2.3141322,9.9859705,2,48.6,34.9,12.2,3.4,1.0,4.4,4.396493020088526,11.9,3.5,4.4,3.0,1.8
2011,E07000108,Dover,5.0342546,10.782967,0,43.4,35.4,15.0,5.0,1.3,6.3,4.464882529151091,17.6,4.0,4.4,4.5,2.1
2011,E07000109,Gravesham,3.43547,9.663143,0,46.5,35.0,13.4,4.0,1.1,5.1,5.074394392753208,13.5,4.2,5.3,3.8,2.3
2011,E07000110,Maidstone,2.1574795,10.226845,2,48.1,35.1,12.4,3.4,1.0,4.4,3.398362639206578,14.4,3.6,4.5,2.7,1.9
2011,E07000111,Sevenoaks,0.92394865,9.770864,2,51.2,33.4,11.5,3.1,0.9,4.0,2.84050768593632,15.3,4.1,5.4,2.2,1.6
2011,E07000112,Shepway,5.1556945,10.864586,0,42.2,36.1,15.2,4.9,1.5,6.4,4.588262465036311,17.7,3.7,4.5,4.9,2.1
2011,E07000113,Swale,3.8531594,9.646608,0,44.3,35.9,14.1,4.4,1.3,5.7,4.60210735546158,15.1,3.7,5.2,4.4,2.7
2011,E07000114,Thanet,6.7823396,8.861289,0,40.7,35.1,16.7,5.8,1.7,7.5,5.672722652776013,18.2,4.3,4.9,5.6,2.1
2011,E07000115,Tonbridge and Malling,0.9862081,10.020375,2,49.9,34.3,11.8,3.1,0.9,4.0,2.984901949441777,14.5,4.0,4.7,2.5,1.4
2011,E07000116,Tunbridge Wells,1.0299035,9.656086,2,51.4,33.6,11.1,3.1,0.8,3.9,2.9505679325305905,12.6,4.8,5.1,2.7,1.7
2011,E07000117,Burnley,6.5734158,8.848852,0,42.9,33.6,15.7,6.0,1.7,7.7,5.273289573340065,15.4,4.3,4.5,7.0,2.7
2011,E07000118,Chorley,3.7733002,10.857631,0,47.9,33.3,13.3,4.3,1.2,5.5,3.2369826518742726,16.1,3.2,2.9,4.1,2.8
2011,E07000119,Fylde,4.6532464,11.255118,0,44.6,33.8,15.3,4.9,1.4,6.300000000000001,3.092915811088296,20.6,3.3,3.1,4.0,2.2
2011,E07000120,Hyndburn,6.66182,8.947991,0,43.1,34.2,15.1,5.9,1.7,7.6,4.606210158338475,15.1,4.3,4.5,6.7,2.4
2011,E07000121,Lancaster,2.7990448,7.863728,3,46.7,33.8,13.7,4.5,1.3,5.8,3.2547242874845104,15.2,10.9,2.8,4.3,1.7
2011,E07000122,Pendle,6.279342,8.790218,0,43.6,34.5,15.0,5.5,1.5,7.0,4.674115456238361,15.1,4.1,5.7,6.1,2.6
2011,E07000123,Preston,3.4412053,7.778744,3,46.6,34.1,13.3,4.7,1.3,6.0,4.395446029687275,11.7,8.2,4.4,5.4,2.6
2011,E07000124,Ribble Valley,0.17107202,9.840803,2,51.5,32.2,12.3,3.2,0.9,4.1000000000000005,2.063703524282427,18.0,3.6,2.4,2.7,1.4
2011,E07000125,Rossendale,5.1829557,9.975674,0,46.2,33.1,14.1,5.1,1.4,6.5,4.17373939091363,14.7,4.3,3.6,5.4,1.7
2011,E07000126,South Ribble,2.8998928,11.347722,2,47.7,34.1,13.1,4.1,1.0,5.1,3.009023341370653,16.5,3.3,2.7,3.5,1.2
2011,E07000127,West Lancashire,4.5987144,10.217801,0,47.6,32.7,13.4,4.9,1.4,6.300000000000001,3.897011066040857,17.0,5.7,3.3,4.3,1.4
2011,E07000128,Wyre,4.919811,11.182645,0,43.2,33.6,16.0,5.5,1.7,7.2,3.172681972110272,21.2,3.9,2.9,4.4,1.3
2011,E07000129,Blaby,1.7228061,11.184165,2,47.5,35.8,12.5,3.3,0.9,4.2,2.863269056856968,15.6,3.6,2.8,2.3,1.8
2011,E07000130,Charnwood,2.0571694,8.149475,3,48.1,35.3,12.4,3.3,0.9,4.2,3.092016292301168,13.7,11.4,3.1,2.8,1.3
2011,E07000131,Harborough,0.27362213,9.773797,2,50.9,34.3,11.4,2.7,0.8,3.5,2.450212394812075,15.5,3.9,3.0,2.0,1.7
2011,E07000132,Hinckley and Bosworth,2.4502075,11.660629,2,46.3,35.8,13.3,3.6,1.0,4.6,3.149930516238612,16.6,3.4,3.2,2.8,1.2
2011,E07000133,Melton,1.5297341,11.037883,2,48.3,35.5,12.5,2.9,0.8,3.7,2.887295359220674,15.8,3.3,3.4,2.1,1.2
2011,E07000134,North West Leicestershire,3.9056232,11.725179,0,45.4,35.5,13.9,4.0,1.2,5.2,3.443899877472431,16.1,3.8,3.8,3.4,1.4
2011,E07000135,Oadby and Wigston,3.18238,11.6053705,2,45.2,36.6,13.4,3.7,1.1,4.800000000000001,3.220825060666225,15.0,8.7,3.2,2.7,1.5
2011,E07000136,Boston,5.2629,11.706562,0,40.7,37.5,15.9,4.7,1.2,5.9,4.162262715088995,16.6,3.1,3.9,4.4,2.3
2011,E07000137,East Lindsey,7.014001,8.73009,0,38.2,35.3,18.3,6.4,1.9,8.3,3.968857577455768,24.1,3.2,4.4,5.8,1.8
2011,E07000138,Lincoln,3.328101,7.980816,3,44.2,36.6,13.9,4.2,1.2,5.4,4.935943110216969,11.2,8.8,4.0,4.6,2.2
2011,E07000139,North Kesteven,2.680437,11.923971,2,46.0,35.1,13.9,3.9,1.1,5.0,2.912893049760863,18.9,3.2,3.7,2.9,1.1
2011,E07000140,South Holland,5.2213745,11.764385,0,40.5,37.6,15.8,4.7,1.4,6.1,3.9612015018773454,18.6,2.9,4.0,3.6,1.6
2011,E07000141,South Kesteven,2.6143422,11.519745,2,46.8,35.1,13.3,3.7,1.0,4.7,3.3374777792620143,16.5,3.2,3.7,2.9,1.5
2011,E07000142,West Lindsey,4.5143905,11.78363,0,44.0,35.9,14.7,4.2,1.1,5.300000000000001,3.81041034014436,18.9,3.6,4.0,3.8,1.4
2011,E07000143,Breckland,4.963523,11.892665,0,42.2,37.3,15.0,4.3,1.2,5.5,3.506201155283724,18.0,3.0,4.2,3.5,2.2
2011,E07000144,Broadland,2.4949415,11.892714,2,44.3,37.0,14.0,3.6,1.1,4.7,2.562427329605227,18.6,2.8,3.5,2.8,1.2
2011,E07000145,Great Yarmouth,6.6444626,8.84646,0,40.3,36.0,16.6,5.5,1.6,7.1,6.0625907680041005,18.3,3.6,4.9,5.3,2.3
2011,E07000146,Kings Lynn and West Norfolk,5.192996,11.739419,0,40.9,37.1,15.9,4.8,1.3,6.1,3.6597836590331263,19.6,3.1,4.3,4.1,1.7
2011,E07000147,North Norfolk,5.2808967,11.792387,0,38.9,37.8,17.2,4.8,1.4,6.199999999999999,3.318013056740232,23.8,2.8,4.0,3.9,2.2
2011,E07000148,Norwich,3.316098,7.872999,3,44.9,35.4,14.1,4.4,1.2,5.6000000000000005,5.024726420527894,10.7,9.5,4.3,4.9,2.2
2011,E07000149,South Norfolk,2.2538235,11.774841,2,46.4,35.8,13.4,3.5,1.0,4.5,2.730111823768428,18.2,3.2,3.9,2.8,1.3
2011,E07000163,Craven,2.2915182,11.372526,2,47.6,34.6,13.3,3.6,0.9,4.5,2.5039944078290395,18.8,3.2,2.6,2.4,1.2
2011,E07000164,Hambleton,1.9711227,11.291814,2,48.7,34.4,12.6,3.3,1.0,4.3,2.5591908666002605,18.1,3.0,3.1,2.3,1.4
2011,E07000165,Harrogate,0.27377918,9.816013,2,50.6,33.8,11.8,3.0,0.8,3.8,2.57019589961241,15.5,3.3,3.4,2.3,1.3
2011,E07000166,Richmondshire,0.39560363,9.791987,2,51.3,33.5,11.5,2.9,0.8,3.7,2.887302080099348,14.9,2.4,3.6,2.2,1.8
2011,E07000167,Ryedale,2.4961326,11.798706,2,45.5,35.7,14.2,3.6,1.1,4.7,2.7380857348128043,18.6,3.4,3.1,2.5,1.4
2011,E07000168,Scarborough,5.17602,11.125181,0,41.6,35.6,16.2,5.3,1.4,6.699999999999999,4.245966269066543,20.3,4.0,3.5,4.7,1.8
